tconst,titleType,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating,numVotes
tt0111161,movie,1994,The Shawshank Redemption,The Shawshank Redemption,142,Drama,9.3,2203956
tt0468569,movie,2008,The Dark Knight,The Dark Knight,152,"Action,Crime,Drama",9.0,2184629
tt1375666,movie,2010,Inception,Inception,148,"Action,Adventure,Sci-Fi",8.8,1933557
tt0137523,movie,1999,Fight Club,Fight Club,139,Drama,8.8,1759843
tt0110912,movie,1994,Pulp Fiction,Pulp Fiction,154,"Crime,Drama",8.9,1731665
tt0109830,movie,1994,Forrest Gump,Forrest Gump,142,"Drama,Romance",8.8,1701174
tt0133093,movie,1999,The Matrix,The Matrix,136,"Action,Sci-Fi",8.7,1586697
tt0120737,movie,2001,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,178,"Action,Adventure,Drama",8.8,1577818
tt0167260,movie,2003,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,201,"Adventure,Drama,Fantasy",8.9,1565850
tt0068646,movie,1972,The Godfather,The Godfather,175,"Crime,Drama",9.2,1518407
tt1345836,movie,2012,The Dark Knight Rises,The Dark Knight Rises,164,"Action,Adventure",8.4,1446055
tt0167261,movie,2002,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,179,"Adventure,Drama,Fantasy",8.7,1413828
tt0816692,movie,2014,Interstellar,Interstellar,169,"Adventure,Drama,Sci-Fi",8.6,1386459
tt0114369,movie,1995,Se7en,Se7en,127,"Crime,Drama,Mystery",8.6,1357992
tt1853728,movie,2012,Django Unchained,Django Unchained,165,"Drama,Western",8.4,1276767
tt0172495,movie,2000,Gladiator,Gladiator,155,"Action,Adventure,Drama",8.5,1272235
tt0372784,movie,2005,Batman Begins,Batman Begins,140,"Action,Adventure",8.2,1247130
tt0848228,movie,2012,The Avengers,The Avengers,143,"Action,Adventure,Sci-Fi",8.0,1221476
tt0102926,movie,1991,The Silence of the Lambs,The Silence of the Lambs,118,"Crime,Drama,Thriller",8.6,1196335
tt0361748,movie,2009,Inglourious Basterds,Inglourious Basterds,153,"Adventure,Drama,War",8.3,1190317
tt0076759,movie,1977,Star Wars: Episode IV - A New Hope,Star Wars,121,"Action,Adventure,Fantasy",8.6,1177366
tt0120815,movie,1998,Saving Private Ryan,Saving Private Ryan,169,"Drama,War",8.6,1168953
tt0108052,movie,1993,Schindler's List,Schindler's List,195,"Biography,Drama,History",8.9,1149917
tt0407887,movie,2006,The Departed,The Departed,151,"Crime,Drama,Thriller",8.5,1126979
tt0482571,movie,2006,The Prestige,The Prestige,130,"Drama,Mystery,Sci-Fi",8.5,1117958
tt0080684,movie,1980,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,124,"Action,Adventure,Fantasy",8.7,1105417
tt0993846,movie,2013,The Wolf of Wall Street,The Wolf of Wall Street,180,"Biography,Crime,Drama",8.2,1097544
tt0499549,movie,2009,Avatar,Avatar,162,"Action,Adventure,Fantasy",7.8,1081881
tt0120689,movie,1999,The Green Mile,The Green Mile,189,"Crime,Drama,Fantasy",8.6,1075775
tt0209144,movie,2000,Memento,Memento,113,"Mystery,Thriller",8.4,1070451
tt0071562,movie,1974,The Godfather: Part II,The Godfather: Part II,202,"Crime,Drama",9.0,1063734
tt1130884,movie,2010,Shutter Island,Shutter Island,138,"Mystery,Thriller",8.1,1059589
tt0169547,movie,1999,American Beauty,American Beauty,122,Drama,8.3,1026185
tt2015381,movie,2014,Guardians of the Galaxy,Guardians of the Galaxy,121,"Action,Adventure,Comedy",8.0,1001289
tt0120338,movie,1997,Titanic,Titanic,194,"Drama,Romance",7.8,997603
tt0120586,movie,1998,American History X,American History X,119,Drama,8.5,990884
tt0088763,movie,1985,Back to the Future,Back to the Future,116,"Adventure,Comedy,Sci-Fi",8.5,986678
tt0325980,movie,2003,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,143,"Action,Adventure,Fantasy",8.0,986644
tt0434409,movie,2005,V for Vendetta,V for Vendetta,132,"Action,Drama,Sci-Fi",8.2,985576
tt0110413,movie,1994,Léon: The Professional,Léon,110,"Action,Crime,Drama",8.5,976967
tt0099685,movie,1990,Goodfellas,Goodfellas,146,"Biography,Crime,Drama",8.7,959668
tt0103064,movie,1991,Terminator 2: Judgment Day,Terminator 2: Judgment Day,137,"Action,Sci-Fi",8.5,952642
tt0266697,movie,2003,Kill Bill: Vol. 1,Kill Bill: Vol. 1,111,"Action,Crime,Thriller",8.1,951417
tt0910970,movie,2008,WALL·E,WALL·E,98,"Adventure,Animation,Family",8.4,949822
tt0114814,movie,1995,The Usual Suspects,The Usual Suspects,106,"Crime,Mystery,Thriller",8.5,944190
tt0112573,movie,1995,Braveheart,Braveheart,178,"Biography,Drama,History",8.3,922801
tt0086190,movie,1983,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,131,"Action,Adventure,Fantasy",8.3,906377
tt0266543,movie,2003,Finding Nemo,Finding Nemo,100,"Adventure,Animation,Comedy",8.1,906270
tt0371746,movie,2008,Iron Man,Iron Man,126,"Action,Adventure,Sci-Fi",7.9,901387
tt0110357,movie,1994,The Lion King,The Lion King,88,"Adventure,Animation,Drama",8.5,891496
tt1049413,movie,2009,Up,Up,96,"Adventure,Animation,Comedy",8.2,887315
tt0120382,movie,1998,The Truman Show,The Truman Show,103,"Comedy,Drama,Sci-Fi",8.1,879584
tt0167404,movie,1999,The Sixth Sense,The Sixth Sense,107,"Drama,Mystery,Thriller",8.1,874829
tt0105236,movie,1992,Reservoir Dogs,Reservoir Dogs,99,"Crime,Drama,Thriller",8.3,872143
tt0073486,movie,1975,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,133,Drama,8.7,868637
tt0338013,movie,2004,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,108,"Drama,Romance,Sci-Fi",8.3,862367
tt1431045,movie,2016,Deadpool,Deadpool,108,"Action,Adventure,Comedy",8.0,862153
tt0082971,movie,1981,Raiders of the Lost Ark,Raiders of the Lost Ark,115,"Action,Adventure",8.4,844619
tt0114709,movie,1995,Toy Story,Toy Story,81,"Adventure,Animation,Comedy",8.3,841037
tt0081505,movie,1980,The Shining,The Shining,146,"Drama,Horror",8.4,839835
tt2488496,movie,2015,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,138,"Action,Adventure,Sci-Fi",7.9,829341
tt1392190,movie,2015,Mad Max: Fury Road,Mad Max: Fury Road,120,"Action,Adventure,Sci-Fi",8.1,825344
tt0107290,movie,1993,Jurassic Park,Jurassic Park,127,"Action,Adventure,Sci-Fi",8.1,818755
tt1392170,movie,2012,The Hunger Games,The Hunger Games,142,"Action,Adventure,Sci-Fi",7.2,814890
tt0119217,movie,1997,Good Will Hunting,Good Will Hunting,126,"Drama,Romance",8.3,809517
tt0268978,movie,2001,A Beautiful Mind,A Beautiful Mind,135,"Biography,Drama",8.2,805488
tt0477348,movie,2007,No Country for Old Men,No Country for Old Men,122,"Crime,Drama,Thriller",8.1,803849
tt2267998,movie,2014,Gone Girl,Gone Girl,149,"Drama,Mystery,Thriller",8.1,803626
tt0198781,movie,2001,"Monsters, Inc.","Monsters, Inc.",92,"Adventure,Animation,Comedy",8.0,775475
tt1010048,movie,2008,Slumdog Millionaire,Slumdog Millionaire,120,"Drama,Romance",8.0,770264
tt0264464,movie,2002,Catch Me If You Can,Catch Me If You Can,141,"Biography,Crime,Drama",8.1,767780
tt0088247,movie,1984,The Terminator,The Terminator,107,"Action,Sci-Fi",8.0,766080
tt4154756,movie,2018,Avengers: Infinity War,Avengers: Infinity War,149,"Action,Adventure,Sci-Fi",8.5,754842
tt0095016,movie,1988,Die Hard,Die Hard,132,"Action,Thriller",8.2,751712
tt0208092,movie,2000,Snatch,Snatch,104,"Comedy,Crime",8.3,748016
tt0078748,movie,1979,Alien,Alien,117,"Horror,Sci-Fi",8.4,747788
tt1454468,movie,2013,Gravity,Gravity,91,"Drama,Sci-Fi,Thriller",7.7,738857
tt0903624,movie,2012,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,169,"Adventure,Family,Fantasy",7.8,735902
tt0180093,movie,2000,Requiem for a Dream,Requiem for a Dream,102,Drama,8.3,729621
tt0401792,movie,2005,Sin City,Sin City,124,"Crime,Thriller",8.0,726725
tt7286456,movie,2019,Joker,Joker,122,"Crime,Drama,Thriller",8.5,724502
tt1300854,movie,2013,Iron Man 3,Iron Man Three,130,"Action,Adventure,Sci-Fi",7.2,723453
tt1201607,movie,2011,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,130,"Adventure,Drama,Fantasy",8.1,722278
tt0435761,movie,2010,Toy Story 3,Toy Story 3,103,"Adventure,Animation,Comedy",8.3,721672
tt0066921,movie,1971,A Clockwork Orange,A Clockwork Orange,136,"Crime,Drama,Sci-Fi",8.3,721071
tt3659388,movie,2015,The Martian,The Martian,144,"Adventure,Drama,Sci-Fi",8.0,718594
tt0246578,movie,2001,Donnie Darko,Donnie Darko,113,"Drama,Mystery,Sci-Fi",8.0,716398
tt0800369,movie,2011,Thor,Thor,115,"Action,Adventure,Fantasy",7.0,714315
tt1675434,movie,2011,The Intouchables,Intouchables,112,"Biography,Comedy,Drama",8.5,714284
tt0416449,movie,2006,300,300,117,"Action,Drama",7.6,711066
tt0458339,movie,2011,Captain America: The First Avenger,Captain America: The First Avenger,124,"Action,Adventure,Sci-Fi",6.9,703869
tt2395427,movie,2015,Avengers: Age of Ultron,Avengers: Age of Ultron,141,"Action,Adventure,Sci-Fi",7.3,703195
tt1843866,movie,2014,Captain America: The Winter Soldier,Captain America: The Winter Soldier,136,"Action,Adventure,Sci-Fi",7.7,701251
tt0086250,movie,1983,Scarface,Scarface,170,"Crime,Drama",8.3,698476
tt0120915,movie,1999,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,136,"Action,Adventure,Fantasy",6.5,695260
tt1205489,movie,2008,Gran Torino,Gran Torino,116,Drama,8.1,692592
tt0118715,movie,1998,The Big Lebowski,The Big Lebowski,117,"Comedy,Crime,Sport",8.1,692346
tt1119646,movie,2009,The Hangover,The Hangover,100,Comedy,7.7,691517
tt1228705,movie,2010,Iron Man 2,Iron Man 2,124,"Action,Adventure,Sci-Fi",7.0,689347
tt4154796,movie,2019,Avengers: Endgame,Avengers: Endgame,181,"Action,Adventure,Drama",8.4,682758
tt0253474,movie,2002,The Pianist,The Pianist,150,"Biography,Drama,Music",8.5,682376
tt0075314,movie,1976,Taxi Driver,Taxi Driver,114,"Crime,Drama",8.3,679176
tt0121766,movie,2005,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,140,"Action,Adventure,Fantasy",7.5,677298
tt0211915,movie,2001,Amélie,Le fabuleux destin d'Amélie Poulain,122,"Comedy,Romance",8.3,675643
tt0947798,movie,2010,Black Swan,Black Swan,108,"Drama,Thriller",8.0,672094
tt0317248,movie,2002,City of God,Cidade de Deus,130,"Crime,Drama",8.6,670036
tt0770828,movie,2013,Man of Steel,Man of Steel,143,"Action,Adventure,Sci-Fi",7.1,667323
tt2278388,movie,2014,The Grand Budapest Hotel,The Grand Budapest Hotel,99,"Adventure,Comedy,Crime",8.1,665794
tt2582802,movie,2014,Whiplash,Whiplash,106,"Drama,Music",8.5,662475
tt1663202,movie,2015,The Revenant,The Revenant,156,"Action,Adventure,Biography",8.0,662273
tt0145487,movie,2002,Spider-Man,Spider-Man,121,"Action,Adventure,Sci-Fi",7.3,662249
tt0097576,movie,1989,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,127,"Action,Adventure",8.2,660415
tt0083658,movie,1982,Blade Runner,Blade Runner,117,"Action,Sci-Fi,Thriller",8.1,659275
tt0480249,movie,2007,I Am Legend,I Am Legend,101,"Adventure,Drama,Sci-Fi",7.2,657971
tt0060196,movie,1966,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",161,Western,8.8,653276
tt0378194,movie,2004,Kill Bill: Vol. 2,Kill Bill: Vol. 2,137,"Action,Crime,Thriller",8.0,650196
tt2084970,movie,2014,The Imitation Game,The Imitation Game,114,"Biography,Drama,Thriller",8.0,647803
tt0050083,movie,1957,12 Angry Men,12 Angry Men,96,Drama,8.9,643654
tt1877832,movie,2014,X-Men: Days of Future Past,X-Men: Days of Future Past,132,"Action,Adventure,Sci-Fi",8.0,640177
tt0093058,movie,1987,Full Metal Jacket,Full Metal Jacket,116,"Drama,War",8.3,639864
tt1045658,movie,2012,Silver Linings Playbook,Silver Linings Playbook,122,"Comedy,Drama,Romance",7.7,638674
tt0892769,movie,2010,How to Train Your Dragon,How to Train Your Dragon,98,"Action,Adventure,Animation",8.1,636316
tt0383574,movie,2006,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,151,"Action,Adventure,Fantasy",7.3,631952
tt0317705,movie,2004,The Incredibles,The Incredibles,115,"Action,Adventure,Animation",8.0,629039
tt1270798,movie,2011,X-Men: First Class,X: First Class,131,"Action,Adventure,Sci-Fi",7.7,627445
tt0090605,movie,1986,Aliens,Aliens,137,"Action,Adventure,Sci-Fi",8.3,624600
tt3498820,movie,2016,Captain America: Civil War,Captain America: Civil War,147,"Action,Adventure,Sci-Fi",7.8,624255
tt1136608,movie,2009,District 9,District 9,112,"Action,Sci-Fi,Thriller",7.9,620500
tt1504320,movie,2010,The King's Speech,The King's Speech,118,"Biography,Drama,History",8.0,615054
tt0117951,movie,1996,Trainspotting,Trainspotting,93,Drama,8.1,610665
tt1074638,movie,2012,Skyfall,Skyfall,143,"Action,Adventure,Thriller",7.7,609943
tt0121765,movie,2002,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,142,"Action,Adventure,Fantasy",6.5,609710
tt0382932,movie,2007,Ratatouille,Ratatouille,111,"Adventure,Animation,Comedy",8.0,608105
tt0405159,movie,2004,Million Dollar Baby,Million Dollar Baby,132,"Drama,Sport",8.1,607894
tt2024544,movie,2013,12 Years a Slave,12 Years a Slave,134,"Biography,Drama,History",8.1,605544
tt3315342,movie,2017,Logan,Logan,137,"Action,Drama,Sci-Fi",8.1,604436
tt2975590,movie,2016,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,151,"Action,Adventure,Sci-Fi",6.5,599260
tt0241527,movie,2001,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,152,"Adventure,Family,Fantasy",7.6,598002
tt0245429,movie,2001,Spirited Away,Sen to Chihiro no kamikakushi,125,"Adventure,Animation,Family",8.6,596004
tt0457430,movie,2006,Pan's Labyrinth,El laberinto del fauno,118,"Drama,Fantasy,War",8.2,593136
tt1951264,movie,2013,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,146,"Action,Adventure,Sci-Fi",7.5,591570
tt1285016,movie,2010,The Social Network,The Social Network,120,"Biography,Drama",7.7,590578
tt0440963,movie,2007,The Bourne Ultimatum,The Bourne Ultimatum,115,"Action,Mystery,Thriller",8.0,590120
tt0126029,movie,2001,Shrek,Shrek,90,"Adventure,Animation,Comedy",7.8,586991
tt0116282,movie,1996,Fargo,Fargo,98,"Crime,Drama,Thriller",8.1,585341
tt0118799,movie,1997,Life Is Beautiful,La vita è bella,116,"Comedy,Drama,Romance",8.6,584983
tt0418279,movie,2007,Transformers,Transformers,144,"Action,Adventure,Sci-Fi",7.0,581554
tt1170358,movie,2013,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,161,"Adventure,Fantasy",7.8,581477
tt0816711,movie,2013,World War Z,World War Z,116,"Action,Adventure,Horror",7.0,575453
tt0078788,movie,1979,Apocalypse Now,Apocalypse Now,147,"Drama,Mystery,War",8.4,574425
tt0449088,movie,2007,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,169,"Action,Adventure,Fantasy",7.1,573948
tt1670345,movie,2013,Now You See Me,Now You See Me,115,"Crime,Mystery,Thriller",7.3,571904
tt2096673,movie,2015,Inside Out,Inside Out,95,"Adventure,Animation,Comedy",8.2,571283
tt1631867,movie,2014,Edge of Tomorrow,Edge of Tomorrow,113,"Action,Sci-Fi",7.9,571138
tt0062622,movie,1968,2001: A Space Odyssey,2001: A Space Odyssey,149,"Adventure,Sci-Fi",8.3,570179
tt1386697,movie,2016,Suicide Squad,Suicide Squad,123,"Action,Adventure,Fantasy",6.0,569969
tt1825683,movie,2018,Black Panther,Black Panther,134,"Action,Adventure,Sci-Fi",7.3,569131
tt1981115,movie,2013,Thor: The Dark World,Thor: The Dark World,112,"Action,Adventure,Fantasy",6.9,567683
tt0054215,movie,1960,Psycho,Psycho,109,"Horror,Mystery,Thriller",8.5,567023
tt2802144,movie,2014,Kingsman: The Secret Service,Kingsman: The Secret Service,129,"Action,Adventure,Comedy",7.7,566658
tt0796366,movie,2009,Star Trek,Star Trek,127,"Action,Adventure,Sci-Fi",7.9,565964
tt0988045,movie,2009,Sherlock Holmes,Sherlock Holmes,128,"Action,Adventure,Crime",7.6,563889
tt0421715,movie,2008,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,166,"Drama,Fantasy,Romance",7.8,560195
tt0107048,movie,1993,Groundhog Day,Groundhog Day,101,"Comedy,Fantasy,Romance",8.0,558585
tt1392214,movie,2013,Prisoners,Prisoners,153,"Crime,Drama,Mystery",8.1,558381
tt0381061,movie,2006,Casino Royale,Casino Royale,144,"Action,Adventure,Thriller",8.0,558204
tt0369610,movie,2015,Jurassic World,Jurassic World,124,"Action,Adventure,Sci-Fi",7.0,558016
tt1211837,movie,2016,Doctor Strange,Doctor Strange,115,"Action,Adventure,Fantasy",7.5,557863
tt0454876,movie,2012,Life of Pi,Life of Pi,127,"Adventure,Drama,Fantasy",7.9,556498
tt0114746,movie,1995,12 Monkeys,Twelve Monkeys,129,"Mystery,Sci-Fi,Thriller",8.0,555723
tt2543164,movie,2016,Arrival,Arrival,116,"Drama,Mystery,Sci-Fi",7.9,553315
tt1637725,movie,2012,Ted,Ted,106,Comedy,6.9,553013
tt0120903,movie,2000,X-Men,X-Men,104,"Action,Adventure,Sci-Fi",7.4,552787
tt1024648,movie,2012,Argo,Argo,120,"Biography,Drama,Thriller",7.7,552435
tt1446714,movie,2012,Prometheus,Prometheus,124,"Adventure,Mystery,Sci-Fi",7.0,552111
tt0936501,movie,2008,Taken,Taken,90,"Action,Thriller",7.8,550217
tt2562232,movie,2014,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),119,"Comedy,Drama",7.7,548822
tt2294629,movie,2013,Frozen,Frozen,102,"Adventure,Animation,Comedy",7.5,547961
tt0113277,movie,1995,Heat,Heat,170,"Crime,Drama,Thriller",8.2,546444
tt0780504,movie,2011,Drive,Drive,100,"Crime,Drama",7.8,544353
tt0758758,movie,2007,Into the Wild,Into the Wild,148,"Adventure,Biography,Drama",8.1,544231
tt0948470,movie,2012,The Amazing Spider-Man,The Amazing Spider-Man,136,"Action,Sci-Fi",6.9,541447
tt3501632,movie,2017,Thor: Ragnarok,Thor: Ragnarok,130,"Action,Adventure,Comedy",7.9,538044
tt0478970,movie,2015,Ant-Man,Ant-Man,117,"Action,Adventure,Comedy",7.3,536482
tt2527336,movie,2017,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,152,"Action,Adventure,Fantasy",7.0,528328
tt3896198,movie,2017,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,136,"Action,Adventure,Comedy",7.6,528245
tt0073195,movie,1975,Jaws,Jaws,124,"Adventure,Drama,Thriller",8.0,524505
tt3748528,movie,2016,Rogue One: A Star Wars Story,Rogue One,133,"Action,Adventure,Sci-Fi",7.8,522079
tt0316654,movie,2004,Spider-Man 2,Spider-Man 2,127,"Action,Adventure,Sci-Fi",7.3,520817
tt0451279,movie,2017,Wonder Woman,Wonder Woman,141,"Action,Adventure,Fantasy",7.4,520459
tt0295297,movie,2002,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,161,"Adventure,Family,Fantasy",7.4,518023
tt1276104,movie,2012,Looper,Looper,113,"Action,Crime,Drama",7.4,516346
tt0304141,movie,2004,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,142,"Adventure,Family,Fantasy",7.9,514998
tt0330373,movie,2005,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,157,"Adventure,Family,Fantasy",7.7,513186
tt0120735,movie,1998,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",107,"Comedy,Crime",8.2,511558
tt1250777,movie,2010,Kick-Ass,Kick-Ass,117,"Action,Adventure,Comedy",7.6,510853
tt0116629,movie,1996,Independence Day,Independence Day,145,"Action,Adventure,Sci-Fi",7.0,510342
tt0119488,movie,1997,L.A. Confidential,L.A. Confidential,138,"Crime,Drama,Mystery",8.2,510305
tt1219289,movie,2011,Limitless,Limitless,105,"Sci-Fi,Thriller",7.4,508855
tt5013056,movie,2017,Dunkirk,Dunkirk,106,"Action,Drama,History",7.9,506318
tt1798709,movie,2013,Her,Her,126,"Drama,Romance,Sci-Fi",8.0,503108
tt0120363,movie,1999,Toy Story 2,Toy Story 2,92,"Adventure,Animation,Comedy",7.9,501534
tt0829482,movie,2007,Superbad,Superbad,113,Comedy,7.6,500957
tt2911666,movie,2014,John Wick,John Wick,101,"Action,Crime,Thriller",7.4,499717
tt1156398,movie,2009,Zombieland,Zombieland,88,"Adventure,Comedy,Horror",7.6,497844
tt0034583,movie,1942,Casablanca,Casablanca,102,"Drama,Romance,War",8.5,496440
tt0119654,movie,1997,Men in Black,Men in Black,98,"Action,Adventure,Comedy",7.3,496328
tt0290334,movie,2003,X2: X-Men United,X2,134,"Action,Sci-Fi,Thriller",7.4,495995
tt0234215,movie,2003,The Matrix Reloaded,The Matrix Reloaded,138,"Action,Sci-Fi",7.2,495194
tt0162222,movie,2000,Cast Away,Cast Away,143,"Adventure,Drama,Romance",7.8,494353
tt0332280,movie,2004,The Notebook,The Notebook,123,"Drama,Romance",7.8,494333
tt0075148,movie,1976,Rocky,Rocky,120,"Drama,Sport",8.1,493377
tt1232829,movie,2012,21 Jump Street,21 Jump Street,109,"Action,Comedy,Crime",7.2,492823
tt0240772,movie,2001,Ocean's Eleven,Ocean's Eleven,116,"Crime,Thriller",7.8,491094
tt0365748,movie,2004,Shaun of the Dead,Shaun of the Dead,99,"Comedy,Horror",7.9,490337
tt0258463,movie,2002,The Bourne Identity,The Bourne Identity,119,"Action,Mystery,Thriller",7.9,489056
tt0469494,movie,2007,There Will Be Blood,There Will Be Blood,158,Drama,8.2,486058
tt0181689,movie,2002,Minority Report,Minority Report,145,"Action,Crime,Mystery",7.6,486018
tt0364569,movie,2003,Oldboy,Oldeuboi,120,"Action,Drama,Mystery",8.4,484073
tt1318514,movie,2011,Rise of the Planet of the Apes,Rise of the Planet of the Apes,105,"Action,Drama,Sci-Fi",7.6,483812
tt0343818,movie,2004,"I, Robot","I, Robot",115,"Action,Drama,Sci-Fi",7.1,481342
tt1323594,movie,2010,Despicable Me,Despicable Me,95,"Animation,Comedy,Family",7.6,481174
tt0409459,movie,2009,Watchmen,Watchmen,162,"Action,Drama,Mystery",7.6,480975
tt0071853,movie,1975,Monty Python and the Holy Grail,Monty Python and the Holy Grail,91,"Adventure,Comedy,Fantasy",8.2,480425
tt3460252,movie,2015,The Hateful Eight,The Hateful Eight,168,"Crime,Drama,Mystery",7.8,479848
tt0413300,movie,2007,Spider-Man 3,Spider-Man 3,139,"Action,Sci-Fi",6.2,479218
tt0450259,movie,2006,Blood Diamond,Blood Diamond,143,"Adventure,Drama,Thriller",8.0,478331
tt0373889,movie,2007,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,138,"Action,Adventure,Family",7.5,477443
tt0467406,movie,2007,Juno,Juno,96,"Comedy,Drama",7.4,476936
tt2250912,movie,2017,Spider-Man: Homecoming,Spider-Man: Homecoming,133,"Action,Adventure,Sci-Fi",7.4,474957
tt0332452,movie,2004,Troy,Troy,163,"Drama,History",7.2,468918
tt1483013,movie,2013,Oblivion,Oblivion,124,"Action,Adventure,Sci-Fi",7.0,468370
tt3783958,movie,2016,La La Land,La La Land,128,"Comedy,Drama,Music",8.0,468314
tt0376994,movie,2006,X-Men: The Last Stand,X-Men: The Last Stand,104,"Action,Sci-Fi",6.7,467791
tt0945513,movie,2011,Source Code,Source Code,93,"Action,Drama,Mystery",7.5,466895
tt1298650,movie,2011,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,136,"Action,Adventure,Fantasy",6.6,462675
tt0144084,movie,2000,American Psycho,American Psycho,101,"Comedy,Crime,Drama",7.6,456611
tt0095953,movie,1988,Rain Man,Rain Man,133,Drama,8.0,455577
tt1022603,movie,2009,500 Days of Summer,(500) Days of Summer,95,"Comedy,Drama,Romance",7.7,454907
tt2310332,movie,2014,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,144,"Adventure,Fantasy",7.4,454672
tt1663662,movie,2013,Pacific Rim,Pacific Rim,131,"Action,Adventure,Sci-Fi",6.9,453978
tt1408101,movie,2013,Star Trek Into Darkness,Star Trek Into Darkness,132,"Action,Adventure,Sci-Fi",7.7,453640
tt1343092,movie,2013,The Great Gatsby,The Great Gatsby,143,"Drama,Romance",7.2,453219
tt0458525,movie,2009,X-Men Origins: Wolverine,X-Men Origins: Wolverine,107,"Action,Adventure,Sci-Fi",6.6,451794
tt1570728,movie,2011,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",118,"Comedy,Drama,Romance",7.4,451744
tt0096874,movie,1989,Back to the Future Part II,Back to the Future Part II,108,"Adventure,Comedy,Sci-Fi",7.8,450347
tt5052448,movie,2017,Get Out,Get Out,104,"Horror,Mystery,Thriller",7.7,448983
tt0926084,movie,2010,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,146,"Adventure,Family,Fantasy",7.7,447598
tt1411697,movie,2011,The Hangover Part II,The Hangover Part II,102,Comedy,6.4,446983
tt0470752,movie,2014,Ex Machina,Ex Machina,108,"Drama,Mystery,Sci-Fi",7.7,446745
tt0206634,movie,2006,Children of Men,Children of Men,109,"Drama,Thriller",7.9,443500
tt0425112,movie,2007,Hot Fuzz,Hot Fuzz,121,"Action,Comedy,Mystery",7.8,442779
tt0099785,movie,1990,Home Alone,Home Alone,103,"Comedy,Family",7.6,441816
tt0417741,movie,2009,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,153,"Action,Adventure,Family",7.6,441790
tt1229238,movie,2011,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,132,"Action,Adventure,Thriller",7.4,441059
tt5463162,movie,2018,Deadpool 2,Deadpool 2,119,"Action,Adventure,Comedy",7.7,440429
tt0112641,movie,1995,Casino,Casino,178,"Crime,Drama",8.2,437213
tt1659337,movie,2012,The Perks of Being a Wallflower,The Perks of Being a Wallflower,103,"Drama,Romance",8.0,436877
tt0289879,movie,2004,The Butterfly Effect,The Butterfly Effect,113,"Drama,Sci-Fi,Thriller",7.6,435216
tt0356910,movie,2005,Mr. & Mrs. Smith,Mr. & Mrs. Smith,120,"Action,Comedy,Crime",6.5,433075
tt1800241,movie,2013,American Hustle,American Hustle,138,"Crime,Drama",7.2,431928
tt2872718,movie,2014,Nightcrawler,Nightcrawler,117,"Crime,Drama,Thriller",7.9,431418
tt0057012,movie,1964,Dr. Strangelove,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,Comedy,8.4,430574
