tconst,titleType,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating,numVotes
tt2381335,movie,2014,Fed Up,Fed Up,92,Documentary,7.7,11160
tt0389328,movie,2007,Rise: Blood Hunter,Rise,97,"Action,Horror,Mystery",4.9,11158
tt0309912,movie,2002,Nicholas Nickleby,Nicholas Nickleby,132,"Adventure,Drama,Romance",7.1,11154
tt0184907,movie,2000,Snow Day,Snow Day,89,"Adventure,Comedy,Family",5.1,11151
tt0063678,movie,1968,Teorema,Teorema,98,"Drama,Mystery",7.2,11151
tt0042788,movie,1950,Night and the City,Night and the City,101,"Crime,Film-Noir,Mystery",7.9,11148
tt2417712,movie,2017,Goon: Last of the Enforcers,Goon: Last of the Enforcers,101,"Comedy,Sport",5.8,11147
tt3263614,movie,2014,"Kumiko, the Treasure Hunter","Kumiko, the Treasure Hunter",105,Drama,6.6,11147
tt0450336,movie,2009,Blood Creek,Town Creek,90,Horror,5.3,11143
tt0471571,movie,2005,Athadu,Athadu,172,"Action,Thriller",8.2,11142
tt0037988,movie,1945,The Picture of Dorian Gray,The Picture of Dorian Gray,110,"Drama,Fantasy,Horror",7.5,11138
tt0100332,movie,1990,Paris Is Burning,Paris Is Burning,71,Documentary,8.2,11137
tt2017561,movie,2013,Journey to the West,Xi you: Xiang mo pian,110,"Action,Adventure,Comedy",6.8,11136
tt1808197,movie,2011,Incir Reçeli,Incir Reçeli,94,"Drama,Romance",6.5,11133
tt0062695,movie,1968,Stolen Kisses,Baisers volés,91,"Comedy,Drama,Romance",7.7,11130
tt7738784,movie,2018,Peranbu,Peranbu,147,Drama,9.1,11129
tt1518812,movie,2010,Meek's Cutoff,Meek's Cutoff,104,"Drama,Western",6.5,11122
tt0078872,movie,1979,The Black Stallion,The Black Stallion,118,"Adventure,Family,Sport",7.3,11120
tt0101786,movie,1991,Dutch,Dutch,107,"Comedy,Drama",6.5,11120
tt0062687,movie,1968,Asterix & Cleopatra,Astérix et Cléopâtre,72,"Adventure,Animation,Comedy",7.2,11119
tt2776878,movie,2017,Thank You for Your Service,Thank You for Your Service,109,"Biography,Drama,War",6.5,11116
tt0092654,movie,1986,The Big Easy,The Big Easy,102,"Comedy,Crime,Drama",6.5,11115
tt5143226,movie,2017,12 Feet Deep,12 Feet Deep,85,"Horror,Thriller",5.6,11115
tt0216625,movie,2000,Code Unknown,Code inconnu: Récit incomplet de divers voyages,118,Drama,7.2,11115
tt0096098,movie,1988,Shoot to Kill,Shoot to Kill,110,"Action,Adventure,Crime",6.8,11114
tt0050798,movie,1957,Old Yeller,Old Yeller,83,"Adventure,Drama,Family",7.3,11113
tt1865569,movie,2011,Çalgi Çengi,Çalgi Çengi,90,Comedy,7.2,11113
tt2570858,movie,2014,The Duke of Burgundy,The Duke of Burgundy,104,"Drama,Mystery,Romance",6.5,11110
tt4107858,movie,2015,MSG: The Messenger of God,MSG: The Messenger of God,197,"Action,Comedy,Drama",6.0,11110
tt3825638,movie,2014,Labyrinth of Lies,Im Labyrinth des Schweigens,124,"Drama,History",7.3,11106
tt2883434,movie,2014,Black or White,Black or White,121,Drama,6.6,11104
tt0273435,movie,2002,Ararat,Ararat,115,"Drama,War",6.3,11103
tt7334528,movie,2018,Uncle Drew,Uncle Drew,103,"Comedy,Sport",5.7,11103
tt0110093,movie,1994,I Love Trouble,I Love Trouble,123,"Action,Comedy,Romance",5.3,11100
tt1142800,movie,2009,Madea Goes to Jail,Madea Goes to Jail,103,"Comedy,Crime,Drama",4.4,11098
tt3029558,movie,2014,Rurouni Kenshin Part II: Kyoto Inferno,Rurôni Kenshin: Kyôto taika-hen,138,"Action,Adventure,Drama",7.6,11093
tt1075419,movie,2009,Shinjuku Incident,Xin Su shi jian,119,"Action,Crime,Drama",7.0,11092
tt4468634,movie,2016,Certain Women,Certain Women,107,Drama,6.3,11088
tt0379306,movie,2004,A Good Woman,A Good Woman,93,"Comedy,Drama,Romance",6.5,11088
tt1567233,movie,2011,Forks Over Knives,Forks Over Knives,96,Documentary,7.8,11087
tt0078492,movie,1978,The Wild Geese,The Wild Geese,134,"Action,Adventure,Drama",6.8,11086
tt2304426,movie,2013,The Selfish Giant,The Selfish Giant,91,Drama,7.3,11085
tt7286916,movie,2017,The Dawn Wall,The Dawn Wall,100,"Biography,Documentary,Sport",8.1,11080
tt0089961,movie,1985,Santa Claus: The Movie,Santa Claus: The Movie,107,"Adventure,Family,Fantasy",6.3,11078
tt0051337,movie,1958,The 7th Voyage of Sinbad,The 7th Voyage of Sinbad,88,"Action,Adventure,Family",7.1,11078
tt0076054,movie,1976,Freaky Friday,Freaky Friday,95,"Comedy,Family,Fantasy",6.3,11076
tt2070776,movie,2012,Populaire,Populaire,111,"Comedy,Romance,Sport",6.9,11072
tt2784936,movie,2015,Backtrack,Backtrack,90,"Drama,Fantasy,Mystery",5.9,11071
tt0120868,movie,1998,"Torrente, el brazo tonto de la ley","Torrente, el brazo tonto de la ley",97,"Comedy,Crime",6.9,11064
tt2505294,movie,2014,Ask Me Anything,Ask Me Anything,100,Drama,6.0,11064
tt0120125,movie,1998,The Barber of Siberia,Sibirskiy tsiryulnik,180,"Comedy,Drama,History",7.8,11061
tt1196956,movie,2013,One Chance,One Chance,103,"Biography,Comedy,Drama",6.8,11061
tt0425326,movie,2006,Outsourced,Outsourced,103,"Comedy,Drama,Romance",7.0,11056
tt1658801,movie,2015,Freeheld,Freeheld,103,"Biography,Drama,Romance",6.6,11055
tt1784575,movie,2011,The Parade,Parada,115,"Comedy,Drama",7.3,11055
tt0023042,movie,1932,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,92,"Crime,Drama,Film-Noir",8.2,11046
tt0858486,movie,2007,Battle for Terra,Terra,85,"Action,Adventure,Animation",6.6,11043
tt0106471,movie,1993,Boxing Helena,Boxing Helena,107,"Drama,Mystery,Romance",4.8,11040
tt0087578,movie,1984,Wheels on Meals,Kuai can che,108,"Action,Comedy,Crime",7.2,11037
tt0492619,movie,2006,The Foot Fist Way,The Foot Fist Way,85,Comedy,6.3,11037
tt0926063,movie,2008,Dance of the Dead,Dance of the Dead,87,"Comedy,Horror",5.8,11032
tt1235448,movie,2009,The Thaw,The Thaw,90,"Horror,Sci-Fi,Thriller",5.2,11030
tt3802576,movie,2015,Brothers,Brothers,156,"Action,Drama,Sport",6.5,11027
tt3908142,movie,2016,The Love Witch,The Love Witch,120,"Comedy,Horror,Romance",6.2,11025
tt0462229,movie,2007,Code Name: The Cleaner,Code Name: The Cleaner,84,"Action,Comedy,Crime",4.6,11024
tt2258281,movie,2012,Beyond the Hills,Dupa dealuri,152,Drama,7.5,11022
tt5311542,movie,2018,Never Look Away,Werk ohne Autor,189,"Drama,History,Romance",7.7,11019
tt0032701,movie,1940,The Letter,The Letter,95,"Crime,Drama,Film-Noir",7.6,11016
tt5164184,movie,2018,In Darkness,In Darkness,100,"Mystery,Thriller",5.8,11015
tt0395125,movie,2004,El Crimen Perfecto (The Perfect Crime),Crimen ferpecto,105,"Comedy,Crime,Thriller",7.1,11013
tt0088024,movie,1984,Runaway,Runaway,99,"Action,Crime,Sci-Fi",5.9,11010
tt4163020,movie,2015,Tales of Halloween,Tales of Halloween,92,"Comedy,Horror",5.5,11010
tt0060268,movie,1966,Cul-de-sac,Cul-de-sac,112,"Comedy,Drama,Thriller",7.1,11009
tt4600952,movie,2017,Zashchitniki,Zashchitniki,89,"Action,Adventure,Fantasy",3.9,11003
tt3759416,movie,2014,Astérix: Le domaine des dieux,Astérix: Le domaine des dieux,85,"Adventure,Animation,Comedy",6.9,11002
tt1104806,movie,2008,One Week,One Week,94,"Adventure,Drama",7.0,11001
tt2064968,movie,2014,The Longest Week,The Longest Week,86,"Comedy,Drama,Romance",5.4,11000
tt0468094,movie,2006,The Road to Guantanamo,The Road to Guantanamo,95,"Documentary,Drama,War",7.4,10992
tt1772424,movie,2011,Where Do We Go Now?,Et maintenant on va où?,110,"Comedy,Drama",7.5,10991
tt1411664,movie,2011,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,97,Comedy,3.2,10987
tt4193394,movie,2016,Indignation,Indignation,110,"Drama,Romance",6.7,10986
tt0111001,movie,1994,The Road to Wellville,The Road to Wellville,118,"Comedy,Drama",5.9,10986
tt1477855,movie,2012,Hyde Park on Hudson,Hyde Park on Hudson,94,"Biography,Comedy,Drama",5.8,10984
tt0069191,movie,1972,Roma,Roma,120,"Comedy,Drama",7.4,10981
tt3793788,movie,2016,The Escort,The Escort,88,"Comedy,Drama,Romance",6.0,10977
tt0095560,movie,1988,Mac and Me,Mac and Me,95,"Adventure,Family,Fantasy",3.3,10976
tt0110516,movie,1994,Milk Money,Milk Money,110,"Comedy,Romance",5.6,10971
tt0443496,movie,2005,Edmond,Edmond,82,"Drama,Thriller",6.2,10969
tt2465578,movie,2013,Human Capital,Il capitale umano,111,"Crime,Drama",7.3,10969
tt0073453,movie,1975,Night Moves,Night Moves,100,"Crime,Mystery,Thriller",7.1,10964
tt0120776,movie,1998,One True Thing,One True Thing,127,Drama,7.0,10963
tt2358592,movie,2013,Lucia,Lucia,135,"Drama,Sci-Fi,Thriller",8.3,10961
tt3253624,movie,2015,Soaked in Bleach,Soaked in Bleach,90,"Crime,Documentary",7.4,10958
tt2140507,movie,2017,The Current War: Director's Cut,The Current War,108,"Biography,Drama,History",6.5,10950
tt0049096,movie,1955,The Court Jester,The Court Jester,101,"Adventure,Comedy,Family",7.9,10945
tt3100274,movie,2016,Manhattan Night,Manhattan Nocturne,113,"Crime,Drama,Mystery",6.2,10944
tt0308514,movie,2002,Lost in La Mancha,Lost in La Mancha,93,Documentary,7.3,10943
tt0057590,movie,1963,Tom Jones,Tom Jones,129,"Adventure,Comedy,History",6.5,10942
tt0113451,movie,1995,Jade,Jade,95,"Crime,Drama,Thriller",5.3,10941
tt0101453,movie,1991,Billy Bathgate,Billy Bathgate,106,"Crime,Drama,Thriller",5.9,10930
tt1532957,movie,2009,Paa,Paa,133,"Comedy,Drama",7.2,10924
tt1817081,movie,2013,A Case of You,A Case of You,89,"Comedy,Romance",5.6,10922
tt5842616,movie,2018,Veere Di Wedding,Veere Di Wedding,135,Comedy,3.2,10922
tt3906082,movie,2017,Mary Shelley,Mary Shelley,120,"Biography,Drama,History",6.4,10920
tt0100594,movie,1990,The Sheltering Sky,The Sheltering Sky,138,"Adventure,Drama",6.8,10916
tt4284010,movie,2015,"What Happened, Miss Simone?","What Happened, Miss Simone?",101,"Biography,Documentary,Music",7.6,10914
tt0096094,movie,1988,She's Having a Baby,She's Having a Baby,106,"Comedy,Drama,Romance",5.9,10912
tt0478024,movie,2005,SPL: Kill Zone,Saat po long,93,"Action,Crime,Thriller",7.0,10911
tt0974613,movie,2008,The Other Man,The Other Man,88,"Drama,Mystery,Thriller",5.4,10904
tt5071886,movie,2016,Kabali,Kabali,153,"Action,Crime,Drama",6.2,10898
tt0105271,movie,1992,Roja,Roja,137,"Drama,Romance,Thriller",8.2,10897
tt0267129,movie,2001,Yamakasi,Yamakasi - Les samouraïs des temps modernes,90,"Action,Crime,Drama",6.2,10897
tt0055895,movie,1962,Days of Wine and Roses,Days of Wine and Roses,117,Drama,7.9,10896
tt7469726,movie,2017,Shaadi Mein Zaroor Aana,Shaadi Mein Zaroor Aana,137,"Drama,Family,Romance",7.6,10893
tt2101570,movie,2014,In the Blood,In the Blood,108,"Action,Crime,Thriller",5.7,10893
tt0339579,movie,2002,Returner,Ritânâ,116,"Action,Adventure,Sci-Fi",6.4,10893
tt8106160,movie,2018,The American Meme,The American Meme,98,Documentary,7.3,10892
tt0396592,movie,2004,Fat Albert,Fat Albert,93,"Animation,Comedy,Family",4.3,10892
tt0059229,movie,1965,Juliet of the Spirits,Giulietta degli spiriti,137,"Comedy,Drama,Fantasy",7.6,10889
tt3521134,movie,2014,The Look of Silence,The Look of Silence,103,"Biography,Documentary,History",8.3,10887
tt1405810,movie,2010,Loose Cannons,Mine vaganti,110,"Comedy,Drama,Romance",7.3,10886
tt0113097,movie,1995,Forget Paris,Forget Paris,101,"Comedy,Romance",6.5,10886
tt0476958,movie,2008,Amusement,Amusement,85,"Action,Comedy,Crime",4.9,10882
tt1634013,movie,2010,Montevideo: Taste of a Dream,"Montevideo, Bog te video!",140,"Adventure,Comedy,Drama",8.2,10876
tt0023563,movie,1933,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,122,"Crime,Horror,Mystery",8.0,10876
tt4009278,movie,2015,Intruders,Shut In,90,"Drama,Horror,Thriller",5.7,10871
tt3216348,movie,2016,Incarnate,Incarnate,91,"Horror,Thriller",5.2,10869
tt1701210,movie,2011,Day of the Falcon,Black Gold,130,"Action,Drama,History",6.7,10868
tt0120604,movie,1999,Beowulf,Beowulf,95,"Action,Adventure,Fantasy",4.1,10866
tt0097390,movie,1988,Fright Night Part 2,Fright Night Part 2,104,"Comedy,Horror,Thriller",5.9,10863
tt1132449,movie,2012,Lay the Favorite,Lay the Favorite,94,"Comedy,Drama,Romance",4.8,10860
tt1077248,movie,2007,Johnny Gaddaar,Johnny Gaddaar,135,"Crime,Drama,Mystery",7.8,10860
tt0790804,movie,2007,The Comebacks,The Comebacks,84,"Comedy,Sport",4.3,10856
tt3646462,movie,2014,Let's Sin,Itirazim Var,110,"Action,Crime,Drama",7.9,10854
tt4530884,movie,2015,I Spit on Your Grave: Vengeance is Mine,I Spit on Your Grave 3: Vengeance Is Mine,92,"Horror,Thriller",5.2,10853
tt3756788,movie,2015,Our Little Sister,Umimachi Diary,127,"Drama,Family",7.5,10850
tt0402158,movie,2005,Empire of the Wolves,L'empire des loups,128,"Action,Crime,Drama",5.9,10850
tt6101820,movie,2017,Perfect Strangers,Perfectos desconocidos,97,Comedy,7.0,10849
tt0875595,movie,2006,Destiny,Kader,103,Drama,7.9,10849
tt2458106,movie,2013,Ninja: Shadow of a Tear,Ninja: Shadow of a Tear,95,"Action,Crime,Thriller",6.2,10847
tt0256103,movie,2001,Intimacy,Intimacy,119,"Drama,Romance",6.1,10845
tt0094747,movie,1988,Bird,Bird,161,"Biography,Drama,Music",7.2,10844
tt7057496,movie,2017,Forgotten,Gi-eok-ui bam,108,"Mystery,Thriller",7.4,10838
tt3702996,movie,2015,Suck Me Shakespeer 2,Fack ju Göhte 2,115,Comedy,6.0,10838
tt0090852,movie,1986,Clockwise,Clockwise,96,Comedy,6.6,10837
tt1780762,movie,2012,Aftershock,Aftershock,89,"Action,Adventure,Horror",4.8,10834
tt0095715,movie,1988,Alice,Neco z Alenky,86,"Adventure,Animation,Fantasy",7.5,10834
tt0022158,movie,1931,Monkey Business,Monkey Business,77,"Comedy,Musical",7.5,10828
tt0169880,movie,1997,Neon Genesis Evangelion: Death & Rebirth,Shin seiki Evangelion Gekijô-ban: Shito shinsei,101,"Action,Animation,Drama",7.5,10826
tt0081748,movie,1980,Where the Buffalo Roam,Where the Buffalo Roam,99,"Biography,Comedy",6.7,10825
tt2180477,movie,2012,Nanban,Nanban,188,"Comedy,Drama",7.4,10821
tt0100934,movie,1989,Wild Orchid,Wild Orchid,105,"Drama,Romance",4.6,10818
tt0091341,movie,1986,Kin-dza-dza!,Kin-dza-dza!,135,"Comedy,Drama,Sci-Fi",8.1,10814
tt7671064,movie,2019,Brittany Runs a Marathon,Brittany Runs a Marathon,104,"Comedy,Drama",6.8,10811
tt4824308,movie,2016,God's Not Dead 2,God's Not Dead 2,120,Drama,4.3,10810
tt0091875,movie,1986,Running Scared,Running Scared,107,"Action,Comedy,Crime",6.6,10810
tt0274711,movie,2002,People I Know,People I Know,100,"Crime,Drama",5.5,10799
tt0357110,movie,2005,The Ballad of Jack and Rose,The Ballad of Jack and Rose,112,Drama,6.6,10793
tt3754940,movie,2015,Truman,Truman,108,"Comedy,Drama",7.3,10792
tt0473356,movie,2007,The Flock,The Flock,105,"Crime,Drama,Mystery",5.7,10789
tt0222012,movie,2000,Hey Ram,Hey Ram,186,"Crime,Drama,History",7.9,10784
tt0115693,movie,1996,Black Mask,Hak hap,99,"Action,Adventure,Comedy",6.1,10780
tt3622120,movie,2014,Kilo Two Bravo,Kajaki,108,"Adventure,Biography,Drama",7.1,10775
tt0075147,movie,1976,Robin and Marian,Robin and Marian,106,"Adventure,Drama,Romance",6.5,10775
tt0306734,movie,2003,The Divorce,Le divorce,117,"Comedy,Drama,Romance",4.9,10774
tt3714720,movie,2016,The Hollars,The Hollars,88,"Comedy,Drama,Romance",6.5,10774
tt0878835,movie,2010,Please Give,Please Give,87,"Comedy,Drama",6.6,10773
tt6303866,movie,2017,Beach Rats,Beach Rats,98,Drama,6.4,10770
tt0084809,movie,1982,The Toy,The Toy,102,Comedy,5.9,10769
tt1879032,movie,2013,Rapture-Palooza,Rapture-Palooza,85,"Comedy,Fantasy",5.2,10757
tt0893382,movie,2008,Shine a Light,Shine a Light,122,"Biography,Documentary,Music",7.2,10755
tt0079579,movie,1980,Moscow Does Not Believe in Tears,Moskva slezam ne verit,150,"Comedy,Drama,Romance",8.1,10750
tt0780534,movie,2008,My Mom's New Boyfriend,My Mom's New Boyfriend,97,"Comedy,Crime,Romance",5.3,10748
tt0250323,movie,2001,The Deep End,The Deep End,101,"Crime,Drama,Mystery",6.5,10748
tt0048445,movie,1955,Oklahoma!,Oklahoma!,145,"Comedy,Drama,Musical",7.0,10747
tt1757742,movie,2011,Apartment 143,Emergo,80,"Horror,Thriller",5.1,10746
tt1483831,movie,2009,Lebanon,Lebanon,93,"Drama,War",6.9,10744
tt0071910,movie,1974,The Night Porter,Il portiere di notte,118,Drama,6.7,10744
tt3799372,movie,2015,6 Years,6 Years,79,"Drama,Romance",5.6,10741
tt4814290,movie,2016,Te3n,Te3n,136,"Drama,Mystery,Thriller",7.3,10740
tt2707858,movie,2014,Yves Saint Laurent,Yves Saint Laurent,106,"Biography,Drama",6.3,10740
tt4120176,movie,2016,Things to Come,L'avenir,102,Drama,7.0,10739
tt0799954,movie,2006,The Bridge,The Bridge,94,"Documentary,Drama",7.2,10735
tt0420901,movie,2005,Beyond the Gates,Shooting Dogs,115,"Drama,History,War",7.7,10735
tt1128075,movie,2008,Love Exposure,Ai no mukidashi,237,"Action,Comedy,Drama",8.1,10724
tt1410051,movie,2011,Retreat,Retreat,90,"Drama,Thriller",5.8,10723
tt0066892,movie,1971,Carnal Knowledge,Carnal Knowledge,98,Drama,7.0,10718
tt0361668,movie,2003,Gozu,Gokudô kyôfu dai-gekijô: Gozu,129,"Crime,Drama,Horror",7.0,10716
tt0103923,movie,1990,Captain America,Captain America,97,"Action,Adventure,Sci-Fi",3.2,10714
tt5310090,movie,2016,Saala Khadoos,Saala Khadoos,109,"Action,Drama,Sport",7.6,10714
tt0055913,movie,1961,Divorce Italian Style,Divorzio all'italiana,105,"Comedy,Drama,Romance",8.1,10713
tt0072783,movie,1975,Chupke Chupke,Chupke Chupke,146,"Comedy,Drama,Romance",8.4,10708
tt0042530,movie,1950,Gun Crazy,Gun Crazy,87,"Crime,Drama,Film-Noir",7.6,10706
tt0097758,movie,1989,Little Monsters,Little Monsters,100,"Adventure,Comedy,Family",6.1,10702
tt0067893,movie,1971,Two-Lane Blacktop,Two-Lane Blacktop,102,Drama,7.2,10702
tt0106761,movie,1994,Double Dragon,Double Dragon,96,"Action,Adventure,Comedy",3.8,10701
tt5175450,movie,2017,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,103,"Biography,Drama,History",6.4,10700
tt0308878,movie,2003,The Shape of Things,The Shape of Things,96,"Comedy,Drama,Romance",6.7,10687
tt0040662,movie,1948,Oliver Twist,Oliver Twist,116,Drama,7.8,10684
tt0027652,movie,1936,Fury,Fury,92,"Crime,Drama,Film-Noir",7.9,10683
tt0494834,movie,2007,Silk,Silk,107,"Drama,Romance",5.9,10683
tt0018578,movie,1927,Wings,Wings,144,"Action,Drama,Romance",7.5,10674
tt6299040,movie,2017,The Ghazi Attack,The Ghazi Attack,116,"Action,Thriller,War",7.6,10670
tt5270948,movie,2017,Chappaquiddick,Chappaquiddick,106,"Drama,History,Thriller",6.5,10667
tt0068612,movie,1972,Fritz the Cat,Fritz the Cat,78,"Animation,Comedy,Drama",6.3,10667
tt7291268,movie,2017,Gaga: Five Foot Two,Gaga: Five Foot Two,100,"Documentary,Music",7.0,10667
tt2436516,movie,2013,Go Goa Gone,Go Goa Gone,108,"Action,Adventure,Comedy",6.6,10663
tt0469754,movie,2006,The Boss of It All,Direktøren for det hele,99,Comedy,6.7,10661
tt0120857,movie,1999,Tea with Mussolini,Un tè con Mussolini,117,"Comedy,Drama,War",6.9,10660
tt0345549,movie,2003,Last Life in the Universe,Ruang rak noi nid mahasan,112,"Comedy,Drama,Romance",7.5,10648
tt1572311,movie,2010,Tees Maar Khan,Tees Maar Khan,135,"Comedy,Crime",2.5,10642
tt2524674,movie,2013,Wetlands,Feuchtgebiete,109,"Comedy,Drama",5.8,10637
tt0498097,movie,2006,Climates,Iklimler,98,"Drama,Romance",7.2,10637
tt0061770,movie,1967,Hombre,Hombre,111,Western,7.4,10631
tt1645131,movie,2013,Romeo & Juliet,Romeo & Juliet,118,"Drama,Romance",5.8,10629
tt0120207,movie,1997,Steel,Steel,97,"Action,Adventure,Crime",2.8,10625
tt0060802,movie,1966,Closely Watched Trains,Ostre sledované vlaky,92,"Comedy,Drama,Romance",7.7,10623
tt1447972,movie,2010,StreetDance 3D,StreetDance 3D,98,"Drama,Music,Romance",5.9,10623
tt1014672,movie,2007,Bheja Fry,Bheja Fry,95,"Comedy,Drama",7.6,10620
tt0213203,movie,2000,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie - Rugrats II,78,"Adventure,Animation,Comedy",6.1,10615
tt0038969,movie,1946,Song of the South,Song of the South,94,"Animation,Comedy,Family",7.1,10610
tt0076085,movie,1977,A Special Day,Una giornata particolare,106,Drama,8.1,10601
tt2025526,movie,2011,War of the Arrows,Choi-jong-byeong-gi hwal,122,"Action,History,War",7.2,10598
tt0222812,movie,2003,Beyond Re-Animator,Beyond Re-Animator,96,"Comedy,Horror,Sci-Fi",5.9,10596
tt0352277,movie,2004,De-Lovely,De-Lovely,125,"Biography,Drama,Music",6.6,10596
tt6494418,movie,2018,Siberia,Siberia,104,"Crime,Romance,Thriller",4.3,10594
tt1161418,movie,2009,Gentlemen Broncos,Gentlemen Broncos,89,"Adventure,Comedy,Sci-Fi",6.2,10589
tt0184526,movie,1999,Gorgeous,Boh lei chun,121,"Action,Comedy,Romance",6.1,10586
tt0066831,movie,1971,Big Jake,Big Jake,110,Western,7.2,10583
tt2393827,movie,2015,Howl,Howl,89,"Action,Fantasy,Horror",5.4,10577
tt1097643,movie,2008,Fifty Dead Men Walking,Fifty Dead Men Walking,117,"Crime,Drama,Thriller",6.9,10565
tt6777338,movie,2017,The Villainess,Aknyeo,123,"Action,Adventure,Crime",6.7,10565
tt3322892,movie,2017,XX,XX,80,Horror,4.5,10562
tt0076734,movie,1977,Soldier of Orange,Soldaat van Oranje,155,"Drama,Romance,Thriller",7.7,10560
tt5923962,movie,2016,Gantz: O,Gantz: O,95,"Action,Animation,Drama",7.1,10560
tt0378284,movie,2004,Machuca,Machuca,116,"Biography,Drama,History",7.7,10558
tt5225338,movie,2016,The Eyes of My Mother,The Eyes of My Mother,76,"Drama,Horror",6.2,10558
tt0112553,movie,1995,Bombay,Bombay,141,"Drama,Musical,Romance",8.1,10556
tt0117372,movie,1996,The Preacher's Wife,The Preacher's Wife,123,"Comedy,Drama,Fantasy",5.6,10556
tt0100928,movie,1990,White Hunter Black Heart,White Hunter Black Heart,112,"Adventure,Drama",6.6,10553
tt3612126,movie,2020,The Grudge,The Grudge,94,"Horror,Mystery",4.1,10553
tt1712192,movie,2016,Message from the King,Message from the King,102,"Action,Crime,Drama",6.4,10550
tt0386342,movie,2004,Brothers,Brødre,117,"Drama,War",7.5,10547
tt0043686,movie,1952,Forbidden Games,Jeux interdits,86,"Drama,War",8.1,10546
tt3495000,movie,2014,Mardaani,Mardaani,113,"Action,Crime,Drama",7.3,10542
tt0807758,movie,2007,Partner,Partner,155,"Comedy,Drama,Romance",5.7,10540
tt2229842,movie,2013,Table No. 21,Table No.21,108,"Adventure,Thriller",7.1,10538
tt1183732,movie,2008,Tokyo Gore Police,Tôkyô zankoku keisatsu,110,"Action,Comedy,Horror",5.9,10537
tt3138104,movie,2014,The Hungover Games,The Hungover Games,85,Comedy,3.6,10530
tt0075925,movie,1977,The Deep,The Deep,123,"Adventure,Mystery,Thriller",6.2,10530
tt0058548,movie,1964,Santa Claus Conquers the Martians,Santa Claus Conquers the Martians,81,"Adventure,Comedy,Family",2.7,10529
tt0851577,movie,2006,The Island,Ostrov,112,Drama,7.9,10528
tt0077451,movie,1978,Don,Don,175,"Action,Crime,Thriller",7.8,10526
tt0275083,movie,2001,The Warrior,Musa,158,"Action,Drama,History",7.2,10526
tt1034385,movie,2017,Cold Skin,Cold Skin,108,"Adventure,Horror,Sci-Fi",6.0,10525
tt4727512,movie,2015,Srimanthudu,Srimanthudu,158,"Action,Drama",7.5,10515
tt1270842,movie,2010,Norwegian Wood,Noruwei no mori,133,"Drama,Romance",6.3,10515
tt0806147,movie,2008,Extreme Movie,Extreme Movie,86,Comedy,3.7,10513
tt0380066,movie,2006,The Woods,The Woods,91,"Horror,Mystery,Thriller",5.7,10510
tt0329388,movie,2003,Monsieur Ibrahim,Monsieur Ibrahim et les fleurs du Coran,96,"Comedy,Drama",7.3,10509
tt0105399,movie,1992,The Twin Dragons,Seong lung wui,104,"Action,Comedy",6.5,10507
tt0089901,movie,1985,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,121,"Action,Adventure,Comedy",6.5,10506
tt0092974,movie,1987,Ernest Goes to Camp,Ernest Goes to Camp,92,"Comedy,Family",5.5,10506
tt0101627,movie,1991,Critters 3,Critters 3,86,"Comedy,Horror,Sci-Fi",4.4,10502
tt0100828,movie,1990,The Two Jakes,The Two Jakes,137,"Crime,Drama,Mystery",6.2,10502
tt0052572,movie,1959,The World of Apu,Apur Sansar,105,Drama,8.5,10500
tt0156841,movie,2000,The Next Best Thing,The Next Best Thing,108,"Comedy,Drama,Romance",4.6,10499
tt6173990,movie,2018,GOLD,Gold,151,"Drama,History,Sport",7.3,10497
tt0110647,movie,1994,The NeverEnding Story III,Die unendliche Geschichte III: Rettung aus Phantasien,95,"Adventure,Comedy,Family",3.2,10490
tt1175506,movie,2008,Me and Orson Welles,Me and Orson Welles,114,"Comedy,Drama",6.7,10489
tt0190419,movie,1998,Ghulam,Ghulam,162,"Action,Crime,Drama",7.3,10487
tt5539054,movie,2017,You Get Me,You Get Me,89,"Crime,Drama,Romance",4.6,10486
tt1059836,movie,2012,Transit,Transit,88,"Action,Crime,Thriller",5.8,10484
tt0497972,movie,2007,Sex and Death 101,Sex and Death 101,117,"Comedy,Drama,Fantasy",6.0,10480
tt2085930,movie,2012,Starship Troopers: Invasion,Starship Troopers: Invasion,89,"Action,Animation,Sci-Fi",5.9,10479
tt0132910,movie,2000,The Crow: Salvation,The Crow: Salvation,102,"Action,Crime,Fantasy",4.9,10473
tt0234354,movie,2001,Novocaine,Novocaine,95,"Comedy,Crime,Drama",5.8,10473
tt0031398,movie,1939,Gunga Din,Gunga Din,117,"Adventure,Comedy,War",7.4,10473
tt1231287,movie,2009,Labor Pains,Labor Pains,89,"Comedy,Romance",4.8,10465
tt2920540,movie,2014,"20,000 Days on Earth","20,000 Days on Earth",97,"Documentary,Drama,Music",7.5,10463
tt2365580,movie,2019,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",109,"Comedy,Drama,Mystery",6.5,10461
tt0466856,movie,2006,ATL,ATL,105,"Comedy,Crime,Drama",6.1,10461
